,Unnamed: 0,Unnamed: 0.1,mode,price,catch,pbeach,ppier,pboat,pcharter,cbeach,cpier,cboat,ccharter,income,log_income,pdiff
0,0,1,charter,182.93,0.5391,157.93,157.93,157.93,182.93,0.0678,0.0503,0.2601,0.5391,7083.3317,8.86549965509619,25.0
1,1,2,charter,34.534,0.4671,15.114,15.114,10.534,34.534,0.1049,0.0451,0.1574,0.4671,1249.9998,7.130898670296334,19.419999999999998
5,5,6,charter,63.934,0.3975,192.474,192.474,28.934,63.934,0.5333,0.4522,0.1665,0.3975,4583.332,8.430181523517474,128.54
7,7,8,charter,56.714,0.0209,15.134,15.134,21.714,56.714,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,41.58
20,20,21,charter,53.522,0.0058,345.744,345.744,18.522,53.522,0.5333,0.4522,0.0156,0.0058,7916.6663,8.976725474478886,292.22200000000004
21,21,22,charter,44.322,0.0046,88.06200000000003,88.06200000000003,20.322,44.322,0.1049,0.0451,0.0023,0.0046,8750.001,9.076809093637367,43.74000000000002
23,23,24,charter,43.734,0.3087,28.314,28.314,19.734,43.734,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,15.420000000000002
24,24,25,charter,69.32,0.6456,33.462,33.462,34.32,69.32,0.0678,0.0789,0.0559,0.6456,2916.6666,7.978196667826407,35.85799999999999
28,28,29,charter,45.534,0.0058,70.074,70.074,10.534,45.534,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,24.54
29,29,30,charter,54.734,0.0058,131.274,131.274,19.734,54.734,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,76.53999999999999
30,30,31,charter,43.734,0.0046,28.314,28.314,19.734,43.734,0.1049,0.0451,0.0023,0.0046,2916.6666,7.978196667826407,15.420000000000002
31,31,32,charter,35.322,0.3087,49.062,49.062,11.322,35.322,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,13.739999999999995
35,35,36,charter,42.722,0.4216,144.144,144.144,7.722,42.722,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,101.422
38,38,39,charter,60.004,0.0058,115.808,115.808,25.004,60.004,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,55.80400000000001
41,41,42,charter,89.912,1.0905,10.296,10.296,54.912,89.912,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,79.61600000000001
43,43,44,charter,211.208,2.3101,59.24800000000001,59.24800000000001,186.208,211.208,0.2537,0.1498,0.7369,2.3101,3749.9999,8.22951109229779,151.95999999999998
44,44,45,charter,50.096,1.0266,231.472,231.472,15.095999999999998,50.096,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,181.376
46,46,47,charter,57.29600000000001,1.0266,341.872,341.872,22.296,57.29600000000001,0.5333,0.4522,0.2413,1.0266,7083.3317,8.86549965509619,284.576
47,47,48,charter,52.404,1.0266,80.608,80.608,17.404,52.404,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,28.204
50,50,51,charter,44.522,0.0058,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,133.22200000000004
54,54,55,charter,52.934,0.3087,41.514,41.514,28.934,52.934,0.1049,0.0079,0.0613,0.3087,4583.332,8.430181523517474,11.419999999999995
55,55,56,charter,39.134,0.0046,21.714,21.714,15.134,39.134,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,17.42
56,56,57,charter,42.722,0.0058,144.144,144.144,7.722,42.722,0.5333,0.4522,0.0156,0.0058,2916.6666,7.978196667826407,101.422
59,59,60,charter,42.722,1.0266,144.144,144.144,7.722,42.722,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,101.422
62,62,63,charter,44.522,0.4216,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,133.22200000000004
65,65,66,charter,39.122,1.0266,76.944,76.944,4.122,39.122,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,37.822
67,67,68,charter,44.522,0.3975,177.74400000000003,177.74400000000003,9.522,44.522,0.5333,0.4522,0.1665,0.3975,3749.9999,8.22951109229779,133.22200000000004
71,71,72,charter,60.662,0.0209,5.9220000000000015,5.9220000000000015,25.662,60.662,0.0678,0.0789,0.0102,0.0209,2083.3332,7.641724390062335,54.739999999999995
72,72,73,charter,53.522,0.3975,345.744,345.744,18.522,53.522,0.5333,0.4522,0.1665,0.3975,7916.6663,8.976725474478886,292.22200000000004
78,78,79,charter,42.722,0.4216,144.144,144.144,7.722,42.722,0.5333,0.0069,0.0361,0.4216,2916.6666,7.978196667826407,101.422
80,80,81,charter,39.122,0.0058,76.944,76.944,4.122,39.122,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,37.822
84,84,85,charter,51.962,0.2773,33.462,33.462,33.462,51.962,0.2537,0.0014,0.0626,0.2773,2916.6666,7.978196667826407,18.5
86,86,87,charter,89.714,0.6456,38.134,38.134,54.714,89.714,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,51.58
90,90,91,charter,59.334,0.0058,161.874,161.874,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,102.53999999999999
91,91,92,charter,57.534,0.4671,48.114,48.114,33.534,57.534,0.1049,0.0451,0.1574,0.4671,5416.6667,8.59723590524362,9.420000000000002
93,93,94,charter,109.32,0.0209,72.462,72.462,74.32,109.32,0.0678,0.0789,0.0102,0.0209,7083.3317,8.86549965509619,36.85799999999999
95,95,96,charter,93.32,0.0209,56.862,56.862,58.32,93.32,0.0678,0.0789,0.0102,0.0209,5416.6667,8.59723590524362,36.45799999999999
97,97,98,charter,79.24,0.1726,210.566,210.566,49.74,79.24,0.0678,0.0052,0.0732,0.1726,6250.0013,8.740336950730425,131.32600000000002
102,102,103,charter,60.74,0.2377,55.77,55.77,25.74,60.74,0.0678,0.0025,0.0108,0.2377,2916.6666,7.978196667826407,4.969999999999999
103,103,104,charter,54.74,0.6456,42.77,42.77,19.74,54.74,0.0678,0.0789,0.0559,0.6456,2083.3332,7.641724390062335,11.969999999999999
104,104,105,charter,91.24,0.1726,261.366,261.366,61.74,91.24,0.0678,0.0052,0.0732,0.1726,7916.6663,8.976725474478886,170.12599999999998
105,105,106,charter,181.77,0.3975,268.702,268.702,146.77,181.77,0.5333,0.4522,0.1665,0.3975,8750.001,9.076809093637367,86.93199999999999
106,106,107,charter,246.102,2.3014,55.74,55.74,221.102,246.102,0.2537,0.1498,0.6817,2.3014,7083.3317,8.86549965509619,190.362
107,107,108,charter,67.24,0.1726,159.766,159.766,37.74,67.24,0.0678,0.0052,0.0732,0.1726,4583.332,8.430181523517474,92.526
111,111,112,charter,61.32,0.2377,25.662,25.662,26.32,61.32,0.0678,0.0025,0.0108,0.2377,2083.3332,7.641724390062335,35.658
112,112,113,charter,47.82,0.1726,46.258,46.258,18.32,47.82,0.0678,0.0052,0.0732,0.1726,1249.9998,7.130898670296334,1.5619999999999976
114,114,115,charter,101.32,0.6456,64.66199999999999,64.66199999999999,66.32,101.32,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,36.658
115,115,116,charter,65.262,0.4671,42.32,42.32,41.262,65.262,0.1049,0.0451,0.1574,0.4671,3749.9999,8.22951109229779,22.942
117,117,118,charter,108.002,0.0209,77.234,77.234,73.002,108.002,0.0678,0.0789,0.0102,0.0209,3749.9999,8.22951109229779,30.768
118,118,119,charter,97.634,1.0266,150.15,150.15,62.63399999999999,97.634,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,52.516000000000005
119,119,120,charter,296.552,0.0041,135.634,135.634,267.552,296.552,0.0678,0.0789,0.1643,0.0041,7083.3317,8.86549965509619,160.91800000000003
122,122,123,charter,60.74,1.0905,55.77,55.77,25.74,60.74,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,4.969999999999999
125,125,126,charter,102.74,0.0209,146.77,146.77,67.74,102.74,0.0678,0.0789,0.0102,0.0209,8750.001,9.076809093637367,44.030000000000015
127,127,128,charter,61.24,0.1726,134.366,134.366,31.74,61.24,0.0678,0.0052,0.0732,0.1726,3749.9999,8.22951109229779,73.126
131,131,132,charter,84.74,0.6456,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013,8.740336950730425,23.03
136,136,137,charter,66.74,0.2377,68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3749.9999,8.22951109229779,2.030000000000001
137,137,138,charter,66.74,0.6456,68.77,68.77,31.74,66.74,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,2.030000000000001
138,138,139,charter,52.862,0.4216,67.78399999999999,67.78399999999999,17.862000000000005,52.862,0.5333,0.0069,0.0361,0.4216,1249.9998,7.130898670296334,14.92199999999999
139,139,140,charter,84.06200000000003,1.0266,186.18400000000003,186.18400000000003,49.062,84.06200000000003,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,102.122
141,141,142,charter,45.062,0.3975,38.184,38.184,10.062,45.062,0.5333,0.4522,0.1665,0.3975,416.66668,6.0322865736282365,6.878
143,143,144,charter,85.32,0.2377,49.062,49.062,50.32,85.32,0.0678,0.0025,0.0108,0.2377,4583.332,8.430181523517474,36.257999999999996
145,145,146,charter,84.306,0.0046,85.698,85.698,60.306,84.306,0.1049,0.0451,0.0023,0.0046,3749.9999,8.22951109229779,1.391999999999996
146,146,147,charter,185.198,0.2773,166.69799999999995,166.69799999999995,166.69799999999995,185.198,0.2537,0.0014,0.0626,0.2773,7916.6663,8.976725474478886,18.500000000000057
147,147,148,charter,106.706,0.0058,252.858,252.858,71.706,106.706,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,146.152
149,149,150,charter,95.306,0.0058,212.658,212.658,60.306,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,117.35199999999999
150,150,151,charter,95.306,0.0058,212.658,212.658,60.306,95.306,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,117.35199999999999
151,151,152,charter,61.106,0.0058,92.058,92.058,26.106,61.106,0.5333,0.4522,0.0156,0.0058,1249.9998,7.130898670296334,30.952000000000005
157,157,158,charter,73.572,0.0046,109.35,109.35,49.572,73.572,0.1049,0.0451,0.0023,0.0046,5416.6667,8.59723590524362,35.77799999999999
159,159,160,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,135.33800000000002
160,160,161,charter,77.77199999999998,1.0266,245.31,245.31,42.772,77.77199999999998,0.5333,0.4522,0.0051,1.0266,4583.332,8.430181523517474,167.538
161,161,162,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,135.33800000000002
162,162,163,charter,192.31,2.3014,64.35,64.35,167.31,192.31,0.2537,0.1498,0.6817,2.3014,2916.6666,7.978196667826407,127.96000000000001
164,164,165,charter,91.372,0.4216,323.31,323.31,56.372,91.372,0.5333,0.0069,0.0361,0.4216,6250.0013,8.740336950730425,231.938
169,169,170,charter,129.414,0.5391,104.414,104.414,104.414,129.414,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,24.999999999999986
172,172,173,charter,87.9,0.0058,243.34,243.34,52.9,87.9,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,155.44
174,174,175,charter,70.972,0.4216,206.31,206.31,35.972,70.972,0.5333,0.0069,0.0361,0.4216,3749.9999,8.22951109229779,135.33800000000002
175,175,176,charter,99.35,1.0905,29.172,29.172,64.35,99.35,0.0678,0.0789,0.0897,1.0905,2916.6666,7.978196667826407,70.178
177,177,178,charter,114.35,0.6456,35.972,35.972,79.35,114.35,0.0678,0.0789,0.0559,0.6456,3749.9999,8.22951109229779,78.37799999999999
179,179,180,charter,93.85,0.324,71.214,71.214,64.35,93.85,0.0678,0.0503,0.1082,0.324,2916.6666,7.978196667826407,22.635999999999996
181,181,182,charter,67.604,1.0266,151.00799999999995,151.00799999999995,32.604,67.604,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,83.40399999999995
182,182,183,charter,75.204,1.0266,186.208,186.208,40.204,75.204,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,111.004
185,185,186,charter,72.506,1.0266,132.25799999999998,132.25799999999998,37.506,72.506,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,59.75199999999998
186,186,187,charter,106.706,0.4216,252.858,252.858,71.706,106.706,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,146.152
189,189,190,charter,127.848,0.0209,63.004,63.004,92.848,127.848,0.0678,0.0789,0.0102,0.0209,6250.0013,8.740336950730425,64.844
190,190,191,charter,117.404,0.3087,137.648,137.648,93.404,117.404,0.1049,0.0079,0.0613,0.3087,9583.3357,9.167781004513879,20.244
191,191,192,charter,82.804,1.0266,221.408,221.408,47.804,82.804,0.5333,0.4522,0.0051,1.0266,4583.332,8.430181523517474,138.60399999999998
194,194,195,charter,50.114,0.0209,10.534,10.534,15.114,50.114,0.0678,0.0789,0.0102,0.0209,1249.9998,7.130898670296334,39.58
195,195,196,charter,70.972,1.0266,206.31,206.31,35.972,70.972,0.5333,0.4522,0.2413,1.0266,3749.9999,8.22951109229779,135.33800000000002
196,196,197,charter,106.706,0.3975,252.858,252.858,71.706,106.706,0.5333,0.4522,0.1665,0.3975,4583.332,8.430181523517474,146.152
198,198,199,charter,72.098,0.2377,26.106,26.106,37.098,72.098,0.0678,0.0025,0.0108,0.2377,1249.9998,7.130898670296334,45.992
199,199,200,charter,50.398,0.1176,22.704,22.704,20.898000000000003,50.398,0.0678,0.0503,0.0016,0.1176,416.66668,6.0322865736282365,27.694000000000003
202,202,203,charter,163.70600000000005,0.4216,453.858,453.858,128.70600000000002,163.70600000000005,0.5333,0.0069,0.0361,0.4216,8750.001,9.076809093637367,290.15199999999993
204,204,205,charter,72.506,1.0266,132.25799999999998,132.25799999999998,37.506,72.506,0.5333,0.4522,0.2413,1.0266,2083.3332,7.641724390062335,59.75199999999998
208,208,209,charter,141.64,0.0029,116.64,116.64,116.64,141.64,0.0678,0.0503,0.0276,0.0029,5416.6667,8.59723590524362,24.999999999999986
210,210,211,charter,52.404,1.0266,80.608,80.608,17.404,52.404,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,28.204
211,211,212,charter,387.208,2.3014,115.248,115.248,362.208,387.208,0.2537,0.1498,0.6817,2.3014,7916.6663,8.976725474478886,271.96000000000004
212,212,213,charter,98.004,0.0058,291.808,291.808,63.004,98.004,0.5333,0.4522,0.0156,0.0058,6250.0013,8.740336950730425,193.80399999999997
214,214,215,charter,61.64,0.2421,36.64,36.64,36.64,61.64,0.0678,0.0052,0.1491,0.2421,1249.9998,7.130898670296334,25.0
215,215,216,charter,40.934,1.0266,39.474,39.474,5.934,40.934,0.5333,0.4522,0.2413,1.0266,416.66668,6.0322865736282365,1.4600000000000009
217,217,218,charter,50.13399999999999,0.0058,100.674,100.674,15.134,50.13399999999999,0.5333,0.4522,0.0156,0.0058,2083.3332,7.641724390062335,50.54000000000001
218,218,219,charter,68.53399999999999,0.0058,223.074,223.074,33.534,68.53399999999999,0.5333,0.4522,0.0156,0.0058,5416.6667,8.59723590524362,154.54000000000002
219,219,220,charter,59.334,0.0058,161.874,161.874,24.334,59.334,0.5333,0.4522,0.0156,0.0058,3749.9999,8.22951109229779,102.53999999999999
220,220,221,charter,163.70600000000005,1.0266,453.858,453.858,128.70600000000002,163.70600000000005,0.5333,0.4522,0.2413,1.0266,8750.001,9.076809093637367,290.15199999999993
221,221,222,charter,106.706,0.0058,252.858,252.858,71.706,106.706,0.5333,0.4522,0.0156,0.0058,4583.332,8.430181523517474,146.152
223,223,224,charter,139.704,0.1648,71.706,71.706,110.704,139.704,0.0678,0.0789,0.0971,0.1648,4583.332,8.430181523517474,67.998
225,225,226,charter,79.404,0.4671,81.648,81.648,55.404,79.404,0.1049,0.0451,0.1574,0.4671,5416.6667,8.59723590524362,2.2439999999999998
227,227,228,charter,82.804,0.4216,221.408,221.408,47.804,82.804,0.5333,0.0069,0.0361,0.4216,4583.332,8.430181523517474,138.60399999999998
228,228,229,charter,50.114,0.0209,10.534,10.534,15.114,50.114,0.0678,0.0789,0.0102,0.0209,1249.9998,7.130898670296334,39.58
233,233,234,charter,42.986,0.1648,17.986,17.986,17.986,42.986,0.0678,0.0503,0.023,0.1648,3749.9999,8.22951109229779,24.999999999999996
234,234,235,charter,46.986,0.5391,17.986,17.986,17.986,46.986,0.0678,0.0789,0.1643,0.5391,3749.9999,8.22951109229779,28.999999999999996
245,245,246,charter,33.58,0.2421,8.58,8.58,8.58,33.58,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,25.0
246,246,247,charter,41.58,0.2421,56.61,56.61,12.58,41.58,0.0678,0.0025,0.0499,0.2421,4583.332,8.430181523517474,15.030000000000001
247,247,248,charter,43.58,0.5391,18.58,18.58,18.58,43.58,0.0678,0.0503,0.2601,0.5391,7083.3317,8.86549965509619,25.0
250,250,251,charter,35.58,0.2421,29.61,29.61,6.58,35.58,0.0678,0.0025,0.0499,0.2421,2083.3332,7.641724390062335,5.969999999999999
252,252,253,charter,29.58,0.1648,4.58,4.58,4.58,29.58,0.0678,0.0503,0.023,0.1648,1249.9998,7.130898670296334,25.0
255,255,256,charter,49.786,0.2421,24.786,24.786,24.786,49.786,0.0678,0.0052,0.1491,0.2421,5416.6667,8.59723590524362,25.0
257,257,258,charter,59.618,0.5391,30.618,30.618,30.618,59.618,0.0678,0.0789,0.1643,0.5391,5416.6667,8.59723590524362,29.000000000000004
260,260,261,charter,33.29,0.1648,4.29,4.29,4.29,33.29,0.0678,0.0789,0.0971,0.1648,2916.6666,7.978196667826407,29.0
270,270,271,charter,32.722,0.0029,7.722,7.722,7.722,32.722,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,25.0
272,272,273,charter,30.29,0.0029,5.29,5.29,5.29,30.29,0.0678,0.0503,0.0276,0.0029,3749.9999,8.22951109229779,25.0
274,274,275,charter,34.29,0.1648,5.29,5.29,5.29,34.29,0.0678,0.0789,0.0971,0.1648,3749.9999,8.22951109229779,29.0
277,277,278,charter,36.29,0.0029,7.29,7.29,7.29,36.29,0.0678,0.0789,0.0014,0.0029,5416.6667,8.59723590524362,29.0
279,279,280,charter,39.29,1.0266,214.5,214.5,4.29,39.29,0.5333,0.4522,0.2413,1.0266,2916.6666,7.978196667826407,175.21
280,280,281,charter,29.29,0.1648,4.29,4.29,4.29,29.29,0.0678,0.0503,0.023,0.1648,2916.6666,7.978196667826407,25.0
281,281,282,charter,31.29,0.3087,166.21200000000005,166.21200000000005,7.29,31.29,0.1049,0.0079,0.0613,0.3087,5416.6667,8.59723590524362,134.92200000000005
282,282,283,charter,35.29,0.1648,6.29,6.29,6.29,35.29,0.0678,0.0789,0.0971,0.1648,4583.332,8.430181523517474,29.0
284,284,285,charter,38.29,0.4216,164.5,164.5,3.29,38.29,0.5333,0.0069,0.0361,0.4216,2083.3332,7.641724390062335,126.21000000000001
285,285,286,charter,33.29,0.2421,4.29,4.29,4.29,33.29,0.0678,0.0025,0.0499,0.2421,2916.6666,7.978196667826407,29.0
286,286,287,charter,37.29,1.0266,114.5,114.5,2.29,37.29,0.5333,0.4522,0.2413,1.0266,1249.9998,7.130898670296334,77.21000000000001
292,292,293,charter,35.87,0.1648,11.45,11.45,6.87,35.87,0.0678,0.0789,0.0971,0.1648,1249.9998,7.130898670296334,24.419999999999998
293,293,294,charter,47.87,0.5391,31.45,31.45,18.87,47.87,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,16.419999999999998
294,294,295,charter,58.87,0.5391,33.87,33.87,33.87,58.87,0.0678,0.0503,0.2601,0.5391,8750.001,9.076809093637367,25.0
296,296,297,charter,42.29,1.0266,364.5,364.5,7.29,42.29,0.5333,0.4522,0.0051,1.0266,5416.6667,8.59723590524362,322.21
297,297,298,charter,41.29,1.0266,314.5,314.5,6.29,41.29,0.5333,0.4522,0.2413,1.0266,4583.332,8.430181523517474,273.21
298,298,299,charter,30.29,0.1648,5.29,5.29,5.29,30.29,0.0678,0.0503,0.023,0.1648,3749.9999,8.22951109229779,25.0
300,300,301,charter,36.29,0.1648,7.29,7.29,7.29,36.29,0.0678,0.0789,0.0971,0.1648,5416.6667,8.59723590524362,29.0
304,304,305,charter,35.58,0.0029,10.58,10.58,10.58,35.58,0.0678,0.0503,0.0276,0.0029,3749.9999,8.22951109229779,25.0
308,308,309,charter,37.58,0.2421,38.61,38.61,8.58,37.58,0.0678,0.0025,0.0499,0.2421,2916.6666,7.978196667826407,1.0300000000000011
309,309,310,charter,29.29,0.5391,4.29,4.29,4.29,29.29,0.0678,0.0503,0.2601,0.5391,2916.6666,7.978196667826407,25.0
311,311,312,charter,27.29,0.0046,75.012,75.012,3.29,27.29,0.1049,0.0451,0.0023,0.0046,2083.3332,7.641724390062335,47.722
314,314,315,charter,30.29,0.4671,143.412,143.412,6.29,30.29,0.1049,0.0451,0.1574,0.4671,4583.332,8.430181523517474,113.12200000000001
315,315,316,charter,29.29,0.2421,4.29,4.29,4.29,29.29,0.0678,0.0052,0.1491,0.2421,2916.6666,7.978196667826407,25.0
316,316,317,charter,35.29,0.5391,6.29,6.29,6.29,35.29,0.0678,0.0789,0.1643,0.5391,4583.332,8.430181523517474,29.0
318,318,319,charter,29.29,0.0029,4.29,4.29,4.29,29.29,0.0678,0.0503,0.0276,0.0029,2916.6666,7.978196667826407,25.0
320,320,321,charter,32.29,0.0041,26.32,26.32,3.29,32.29,0.0678,0.0789,0.1643,0.0041,2083.3332,7.641724390062335,5.969999999999999
330,330,331,charter,32.29,0.1648,26.32,26.32,3.29,32.29,0.0678,0.0789,0.0971,0.1648,2083.3332,7.641724390062335,5.969999999999999
333,333,334,charter,45.58,0.2421,74.61,74.61,16.58,45.58,0.0678,0.0025,0.0499,0.2421,6250.0013,8.740336950730425,29.03
335,335,336,charter,31.29,0.5391,6.29,6.29,6.29,31.29,0.0678,0.0503,0.2601,0.5391,4583.332,8.430181523517474,25.0
341,341,342,charter,31.29,0.0029,6.29,6.29,6.29,31.29,0.0678,0.0503,0.0276,0.0029,4583.332,8.430181523517474,25.0
346,346,347,charter,58.32,0.3087,132.132,132.132,34.32,58.32,0.1049,0.0079,0.0613,0.3087,2916.6666,7.978196667826407,73.81200000000001
347,347,348,charter,32.29,0.0029,26.32,26.32,3.29,32.29,0.0678,0.0789,0.0014,0.0029,2083.3332,7.641724390062335,5.969999999999999
348,348,349,charter,32.29,0.5391,7.29,7.29,7.29,32.29,0.0678,0.0503,0.2601,0.5391,5416.6667,8.59723590524362,25.0
352,352,353,charter,46.87,0.1648,21.87,21.87,21.87,46.87,0.0678,0.0503,0.023,0.1648,5416.6667,8.59723590524362,24.999999999999996
